,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,source
5122,Regular,FDN25,-0.7939816229651815,-0.970009180863001,Breakfast,-0.3624963837246443,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5123,Low Fat,NCN05,0.27848915782110595,-0.8928899316535753,Health and Hygiene,-0.9329776512104921,-0.5617743376004763,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5124,Low Fat,FDV43,-0.8971249380301395,-0.8752422727736406,Fruits and Vegetables,-0.5510769365756794,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5125,Low Fat,FDG44,-0.7984723156014641,-0.9224727124349688,Fruits and Vegetables,-0.39180917210884614,-0.8124441798154212,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5126,Low Fat,FDS12,-0.18551059769506084,-0.7544629195144343,Baking Goods,0.0544616348473943,-0.45876749032450137,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5127,Low Fat,FDI52,-0.23499310691413866,-0.629705192288075,Frozen Foods,-0.37800938838497156,0.6844298898481691,1987,OUT013,Tier 3,High,Supermarket Type1,train
5128,Regular,FDU12,0.9564377347214581,-0.7223298990105069,Baking Goods,-0.5548612792617365,0.303364096457279,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5129,Regular,FDG58,0.06543338155097844,-0.47995511578088335,Snack Foods,-0.4877713353318992,-0.26883000893122944,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5130,Low Fat,FDA16,0.6091416580078641,-0.22615525859430785,Frozen Foods,-0.8121672668778117,-0.7451622506698421,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5131,Low Fat,NCD18,0.6857228232449797,-0.2638988064878097,Household,-0.5746476292365299,0.3629056266746056,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5132,Regular,FDI21,-0.7340661057120932,-0.9071712740997653,Snack Foods,-0.673778531708312,-0.8767490324501339,1987,OUT013,Tier 3,High,Supermarket Type1,train
5133,Regular,FDW31,0.407345720514231,-0.6085892073854942,Fruits and Vegetables,-0.7547688824065915,-0.19083060434653176,2007,OUT017,Tier 2,High,Supermarket Type1,train
5134,Regular,FDB35,-0.4686687176143811,-0.779863307150872,Starchy Foods,-0.6225095942706069,-0.07770169693361106,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5135,Regular,FDK58,-0.39633206337564264,-0.6329694991329184,Snack Foods,-0.7463795114930365,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5136,Low Fat,FDU14,0.8462349489639998,-0.43129654187493616,Dairy,-0.8080271599712145,0.5713009824352486,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5137,Low Fat,NCP43,0.2502292035939122,-0.6195042333979393,Others,-0.8334035012102997,0.5713009824352486,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5138,Low Fat,FDM20,0.8143111328430073,-0.5170866061409771,Fruits and Vegetables,-0.6159177253355185,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5139,Low Fat,FDT36,-0.9660659834701764,-0.8537182495154544,Baking Goods,-0.3401743847483001,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5140,Regular,FDW19,-0.3296473999823428,-0.7357951647454859,Fruits and Vegetables,-0.7839852039422289,-0.07174754391187843,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5141,Regular,FDB29,-0.29857248606102593,-0.6190961950423339,Frozen Foods,-0.6987930006580644,0.44626376897886266,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5142,Regular,FDN39,0.1527378793743932,-0.7737427318167907,Meat,-0.6162981377932909,0.7618338791306938,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5143,Regular,FDI02,-0.31467955639766654,-0.9533816178720799,Canned,-0.3165957983937072,0.32718070854420955,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5144,Low Fat,FDA46,0.3991911659841494,-0.08170968070998663,Snack Foods,-0.3011981204758075,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5145,Low Fat,FDV36,-0.20532567283988334,-0.5593185759461389,Baking Goods,-0.8591444793787257,0.6844298898481691,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5146,Regular,FDE35,-0.7597572818830688,-0.8884015097419157,Starchy Foods,-0.7519264076227714,-0.7016969336111938,1987,OUT013,Tier 3,High,Supermarket Type1,train
5147,Low Fat,FDT46,-0.8207899544309301,-0.881056819341018,Snack Foods,-0.6159177253355185,-0.19083060434653176,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5148,Regular,FDS21,-0.7331951320552262,-0.9861266959094154,Snack Foods,-0.7969513655797701,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5149,Low Fat,DRD12,-0.49384545905235355,-0.7814954605732938,Soft Drinks,-0.544016033680581,-0.713605239654659,2007,OUT017,Tier 2,Small,Supermarket Type1,train
5150,Low Fat,FDR14,-0.8010190222004904,-0.988574926043048,Dairy,0.8543572804624151,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5151,Regular,FDG22,-0.9437262731835191,-0.8872794042640008,Snack Foods,-0.76844712664468,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5152,Low Fat,FDX58,0.2980139084136395,-0.5843109252269711,Snack Foods,-0.7521243287551038,0.023518904435844146,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5153,Regular,FDB40,-0.02019538333027726,-0.33489748036315414,Dairy,-0.9758098678868438,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5154,Regular,FDJ36,-0.39351710368151904,-0.9736815260634499,Baking Goods,0.29985100806994724,0.1842810360226259,1998,OUT010,Tier 3,Medium,Grocery Store,train
5155,Low Fat,NCL53,0.2403547732072886,-0.950831378149546,Health and Hygiene,-0.6485697559774181,-0.6493003870199463,1998,OUT010,Tier 3,Medium,Grocery Store,train
5156,Low Fat,NCX05,-0.2906641131688501,-0.7743547893501989,Health and Hygiene,-0.4231554671294926,0.267639178326883,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5157,Regular,FDO21,0.6549382338759517,-0.7292665510557992,Snack Foods,-0.9618964691575622,-0.16105983923786837,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5158,Low Fat,NCF07,-0.39972767217434413,-0.7725186167499745,Household,-0.8240341546951546,-0.47067579636796664,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5159,Regular,FDU20,-0.24940237285142852,-0.8019993879424665,Fruits and Vegetables,-0.8899993704132722,0.7618338791306938,1987,OUT013,Tier 3,High,Supermarket Type1,train
5160,Low Fat,FDK09,0.6701743305557255,-0.9349178822809343,Snack Foods,-0.07628846771059028,0.267639178326883,1998,OUT010,Tier 3,High,Grocery Store,train
5161,Regular,FDY57,-0.43730347914077516,-0.7700703866163419,Snack Foods,-0.2755497300396763,0.863054480500149,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5162,Low Fat,FDD51,-0.8812861207885963,-0.8663674385392226,Dairy,-0.2869991141145186,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5163,Low Fat,FDA49,-0.5235128931266088,-0.6576558196470467,Canned,-0.6242018064059296,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5164,Regular,FDG33,0.18664982444702516,-0.505049474650617,Seafood,-0.15850526566943623,-0.9035427210479308,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5165,Regular,FDG35,0.20869921018139337,-0.552483933489748,Starchy Foods,-0.6159177253355185,0.9821375409348021,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5166,Regular,FDC52,0.01342623719006597,-0.6823421401611751,Dairy,-0.9709251369043267,-0.2146472164334623,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5167,Regular,FDS34,-0.30846898790484145,-0.9004386412322758,Snack Foods,-0.5467064347919786,0.7618338791306938,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5168,Low Fat,NCY05,-0.9821951252640087,-0.9618484137508925,Health and Hygiene,-0.6828926754742104,0.06519797558797258,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5169,Regular,FDO46,0.33190378202908,-0.7443639702131999,Snack Foods,-0.934516127194991,-0.3992259601071748,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5170,Regular,FDY20,-0.4867639169026614,-0.7970009180863,Fruits and Vegetables,-0.5178494548841075,-0.05388508484668053,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5171,Low Fat,FDA13,-0.9570404552832278,-0.9120677343670304,Canned,-0.5384135060976782,0.34504316760940745,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5172,Regular,FDS04,-0.062015701295085046,-0.7468122003468325,Frozen Foods,-0.11971035316121037,-0.328371539148556,1987,OUT013,Tier 3,High,Supermarket Type1,train
5173,Regular,FDU51,0.25054159960339306,-0.6523513210241761,Meat,-0.4243828749331353,0.863054480500149,2007,OUT017,Tier 2,High,Supermarket Type1,train
5174,Low Fat,FDK50,0.10866117936284803,-0.583698867693563,Canned,-0.8466576472082292,-0.5945221792200058,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5175,Low Fat,FDO60,-0.8801468940366319,-0.8547383454044679,Baking Goods,-0.8105622609706258,0.839237868413218,1987,OUT013,Tier 3,High,Supermarket Type1,train
5176,Low Fat,FDM13,-0.13605015993317426,-0.7840457002958277,Breakfast,-0.63081912311961,-0.7773146769871985,2007,OUT017,Tier 2,High,Supermarket Type1,train
5177,Regular,FDU12,0.9649267567182123,0.1663776394981129,Baking Goods,-0.5578451262829369,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5178,Low Fat,NCG54,0.18524234459996336,-0.7691523003162296,Household,-0.5286155480213814,-0.10151830902054182,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5179,Regular,FDH40,-0.5675895931381538,-0.9677649699071712,Frozen Foods,-0.20855423335501233,-0.16105983923786837,1998,OUT010,Tier 3,Medium,Grocery Store,train
5180,Low Fat,NCI06,0.25532261679196466,-0.9500153014383351,Household,-0.507581181668097,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5181,Low Fat,FDA58,0.7462189896026459,-0.3550953789656226,Snack Foods,-0.38330105713615015,-0.42363798749627857,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5182,Regular,FDJ02,-0.017380423636153663,-0.6443945730898704,Canned,-0.8661739614320404,0.5058052991961892,2007,OUT017,Tier 2,Small,Supermarket Type1,train
5183,Regular,FDP21,0.3386949996264832,-0.6284810772212587,Snack Foods,-0.8628701488918735,-0.6588270318547186,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5184,Low Fat,FDN57,-0.06004964380063704,-0.6791798429052329,Snack Foods,-0.6881360215198593,0.6308425126525754,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5185,Regular,FDV26,0.3759804820406252,0.2801183311231257,Dairy,-0.5553366372526005,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5186,Regular,FDZ21,-0.4622119674836501,-0.5761501581148627,Snack Foods,-0.7801332784304973,0.5534385233700507,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5187,Regular,FDG21,-0.0032614822511527475,-0.7296745894114045,Seafood,-0.12555643382989612,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5188,Regular,FDF26,0.05187301781336395,-0.6280730388656532,Canned,-0.7336953985522584,-0.7296814528133372,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5189,Low Fat,FDC39,0.5079864718945459,-0.5913495868611649,Dairy,-0.042607936025368165,-0.6606132777612383,1987,OUT013,Tier 3,High,Supermarket Type1,train
5190,Low Fat,FDQ24,0.8614931171009652,-0.38814648576966226,Baking Goods,-0.5665728669670931,0.32718070854420955,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5191,Low Fat,FDC41,-0.6232826708500567,-0.8056717331429153,Frozen Foods,-0.2980655616829516,0.3152724025007443,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5192,Low Fat,NCO14,-0.8903337204327364,-0.9982658369886769,Household,-0.7164977614266528,-0.3992259601071748,1998,OUT010,Tier 3,Medium,Grocery Store,train
5193,Regular,FDE05,-0.04311574272151253,-0.1785167805773742,Frozen Foods,-0.8231480844939254,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5194,Regular,FDW52,0.11938451194914745,-0.40038763643782505,Frozen Foods,-0.7920908390513097,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5195,Low Fat,FDL36,-0.5170340715386862,-0.7847597674181372,Baking Goods,-0.5558572639145979,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5196,Regular,FDS04,-0.08493606068632054,-0.4454758747322247,Frozen Foods,-0.11912961251168941,-0.328371539148556,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5197,Low Fat,NCC18,0.19824413069019164,-0.45027032541058853,Household,0.07119595155722647,0.7320631140220306,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5198,Low Fat,FDN01,0.22791156476444674,-0.9240028562684891,Breakfast,-0.5744116989220829,-0.4831795177136051,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5199,Regular,FDY02,0.9609725702721241,-0.8036315413648882,Dairy,-0.1187225762257893,-0.4772253646918725,1998,OUT010,Tier 3,Medium,Grocery Store,train
5200,Low Fat,FDV15,-0.38475982858966784,-0.5754360909925532,Meat,-0.11688798820871815,-0.3158678178029173,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5201,Regular,FDC34,0.05269984855584764,-0.40834438437213094,Snack Foods,0.043880994254443806,0.3629056266746056,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5202,Regular,FDX10,-0.9737061032672548,-0.9456288891155767,Snack Foods,-0.25597573397266915,-0.7820779994045847,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5203,Low Fat,NCF19,-0.8589684819591306,-0.9157400795674793,Household,-0.8060145205173694,0.005656445370646024,1987,OUT013,Tier 3,High,Supermarket Type1,train
5204,Regular,FDE17,0.01568261923680292,-0.47250841579108427,Frozen Foods,-0.6848136754241823,0.8511461744566837,2007,OUT017,Tier 2,High,Supermarket Type1,train
5205,Low Fat,FDJ08,0.34121963476831785,-0.4488421911659696,Fruits and Vegetables,-0.33779028604634165,-0.22060136945519493,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5206,Low Fat,NCN53,-0.9643681790708256,-0.9456288891155767,Health and Hygiene,-0.8352576017979396,-0.926168502530515,1987,OUT013,Tier 3,High,Supermarket Type1,train
5207,Regular,FDC16,-0.5164313509769167,-0.8061817810874221,Dairy,-0.6159177253355185,-0.17296814528133364,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5208,Regular,FDO15,-0.6399483188340838,-0.7899622564521064,Meat,-0.9690486975328358,0.4522179220005955,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5209,Low Fat,FDQ23,-0.39691271248022053,-0.7066204223196979,Breads,-0.8717283202425987,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5210,Low Fat,DRF37,0.9550302548743965,-0.4812812404366009,Soft Drinks,-0.5031790435361531,0.5117594522179219,1987,OUT013,Tier 3,High,Supermarket Type1,train
5211,Low Fat,FDN40,0.053570822212714475,-0.6752014689380801,Frozen Foods,-0.4897684952646305,-0.8422149449240844,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5212,Low Fat,FDN24,-0.8047049555514809,-0.8043456084871977,Baking Goods,-0.3279632407553501,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5213,Low Fat,FDF16,-0.012577334990390376,-0.5068856472508415,Frozen Foods,-0.48866551473333,-0.673116999106877,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5214,Low Fat,FDH27,-0.051582693261074786,-0.8288279098235233,Dairy,-0.6621908232731584,-0.6999106877046739,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5215,Low Fat,FDY52,-0.7583718734931987,-0.8549423645822707,Frozen Foods,-0.6159177253355185,-0.7844596606132777,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5216,Low Fat,NCH55,-0.20277896624085723,-0.5787003978373966,Household,-0.8095556118266867,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5217,Low Fat,NCH18,0.8318477544839014,-0.8168927879220645,Household,-0.7470687688808673,-0.4349508782375706,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5218,Regular,DRC01,-0.838036251519535,-0.914515964500663,Soft Drinks,-0.9038882568221264,-0.8374516225066984,1987,OUT013,Tier 3,High,Supermarket Type1,train
5219,Low Fat,NCO14,-0.9039161556275425,-0.984596552075895,Household,-0.8395180721407873,-0.3992259601071748,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5220,Low Fat,DRG39,-0.8233587324871476,-0.9164541466897888,Dairy,-0.7622883892046657,0.14260196487049726,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5221,Low Fat,DRK13,0.4169739692629493,-0.427522187085586,Soft Drinks,-0.313476206932381,-0.13724322715093762,1987,OUT013,Tier 3,High,Supermarket Type1,train
5222,Regular,FDD41,-0.36467650034974775,-0.7488523921248595,Frozen Foods,-0.4836319242032996,-0.7368264364394165,2002,OUT045,Tier 2,High,Supermarket Type1,train
5223,Regular,FDQ19,0.7942498760602787,0.8514740385596247,Fruits and Vegetables,-0.9339881178974266,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5224,Low Fat,FDX58,0.276791353421755,-0.9209425686014484,Snack Foods,-0.5709775603899128,0.023518904435844146,1998,OUT010,Tier 3,Medium,Grocery Store,train
5225,Low Fat,FDK40,0.9686126900692025,0.0022442109558298284,Frozen Foods,-0.8881281709274089,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5226,Low Fat,FDI52,-0.22225957391900786,-0.9300214220136692,Frozen Foods,-0.3738272515614598,0.6844298898481691,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5227,Low Fat,FDT28,0.007483921792338144,-0.6823421401611751,Frozen Foods,-0.6309385752714035,0.041381363501042046,1987,OUT013,Tier 3,High,Supermarket Type1,train
5228,Regular,FDH52,-0.7433819584513308,-0.8722839946955013,Frozen Foods,-0.7501557449788919,-0.42066091098541225,2007,OUT017,Tier 2,High,Supermarket Type1,train
5229,Low Fat,FDZ38,0.18126608669668398,-0.5823727430378454,Dairy,-0.9727456985295533,0.5534385233700507,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5230,Low Fat,FDF12,0.0018540024040911707,-0.7107008058757522,Baking Goods,-0.511604471759033,-0.5617743376004763,2007,OUT017,Tier 2,Small,Supermarket Type1,train
5231,Low Fat,NCE06,0.115452396960251,-0.6084871977965928,Household,-0.4614338845424144,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5232,Regular,FDO45,-0.5042784670863639,-0.8973783535652351,Snack Foods,-0.7879595925388585,0.023518904435844146,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5233,Low Fat,NCS18,-0.36244218976020215,-0.43027644598592263,Household,-0.7615758078605981,-0.03602262578148241,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5234,Low Fat,NCE54,-0.6439245767373633,-0.7745588085280015,Household,-0.8560434584168741,0.9225960107174753,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5235,Low Fat,FDB50,-0.6136764935585302,-0.5993063347954707,Canned,-0.0742125124589672,0.005656445370646024,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5236,Low Fat,FDZ20,0.9087192442733061,-0.03090890543711089,Fruits and Vegetables,-0.8103429923841556,0.37481393271807106,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5237,Low Fat,FDB11,0.6549382338759517,-0.2810364174232377,Starchy Foods,-0.6465895225377425,0.3629056266746056,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
5238,Low Fat,FDU22,-0.25617151899164003,-0.5148423951851473,Snack Foods,-0.6159177253355185,-0.07174754391187843,1987,OUT013,Tier 3,High,Supermarket Type1,train
5239,Low Fat,FDY48,-0.39012149488281755,-0.7066204223196979,Baking Goods,-0.8752718806402081,0.12473950580529936,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5240,Low Fat,NCP30,-0.9253628208001413,-0.8125063755993063,Household,-0.8202811774349343,0.8987793986305448,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5241,Low Fat,FDD08,-0.9426091178887464,-0.9236968275017851,Fruits and Vegetables,-0.8043633715985576,-0.5540339386722237,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5242,Low Fat,NCG42,-0.16093657681885776,-0.8459655207589513,Household,-0.7677626596575757,0.7439714200654954,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5243,Low Fat,NCT30,-0.8668768548513064,-0.8747322248291338,Household,-0.5248245061630998,-0.45876749032450137,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5244,Low Fat,FDT37,0.9033355065229647,-0.18463735591145547,Canned,-0.8050213374484805,0.14260196487049726,1987,OUT013,Tier 3,High,Supermarket Type1,train
5245,Low Fat,FDU04,-0.2287604669641219,-0.5570743649903089,Frozen Foods,-0.9877939358021651,-0.5980946710330455,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5246,Low Fat,NCH30,-0.29459622815774633,-0.8143425481995307,Household,-0.6085210946188808,0.4938969931527244,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5247,Low Fat,DRG37,0.04760643535779541,-0.7425277976129756,Soft Drinks,-0.9027905284911084,0.3867222387615361,1987,OUT013,Tier 3,High,Supermarket Type1,train
5248,Low Fat,FDS13,0.9821730538068172,-0.43670305008670807,Canned,-0.25538565881479147,-0.7725513545698124,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5249,Regular,FDQ47,-0.9737061032672548,-0.9023768234214016,Breads,0.01778650544731053,-0.6903840428699016,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5250,Regular,FDY26,0.539351710368152,-0.4536366418443333,Dairy,-0.8341828156688589,0.9106877046740105,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5251,Regular,FDB14,-0.4624581491215559,-0.9051310823217381,Canned,-0.3869292253697283,0.8690086335218816,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5252,Low Fat,FDV45,0.34352015972943795,-0.8325002550239722,Snack Foods,-0.5363683128538059,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
5253,Low Fat,FDR23,0.24064509775957754,-0.14005916556156262,Breads,-0.5163666288247587,0.34504316760940745,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5254,Low Fat,NCS29,0.9983021956006493,-0.39610323370396816,Health and Hygiene,-0.5941527617537607,-0.47067579636796664,1987,OUT013,Tier 3,High,Supermarket Type1,train
5255,Low Fat,FDK33,0.5464111810606525,-0.3522391104763847,Snack Foods,-0.9531664748915734,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5256,Low Fat,FDW24,-0.8411415357659475,-0.6997857798633071,Baking Goods,-0.7922470258184435,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5257,Low Fat,FDR08,-0.321739027090167,-0.6473528511680098,Fruits and Vegetables,-0.7890433929952705,0.6844298898481691,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5258,Low Fat,FDB45,-0.3748633267458523,-0.6527593593797816,Fruits and Vegetables,-0.890785359414746,0.9404584697826737,1987,OUT013,Tier 3,High,Supermarket Type1,train
5259,Regular,FDW32,-0.552643821010669,-0.8208711618892175,Fruits and Vegetables,-0.4418772767680188,0.6427508186960407,1987,OUT013,Tier 3,High,Supermarket Type1,train
5260,Low Fat,FDN21,0.11149821051416309,-0.5607467101907578,Snack Foods,-0.5488748053707289,0.6725215838047038,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5261,Regular,FDH56,-0.2694415581769656,-0.8808528001632152,Fruits and Vegetables,-0.6291414545916345,-0.37540934802024406,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5262,Regular,FDQ07,0.6006526360111104,-0.056819341018055636,Fruits and Vegetables,-0.48298116858377627,0.25573087228341773,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
5263,Regular,FDU58,0.3370192666843239,-0.6897888401509742,Snack Foods,-0.8442409393002968,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5264,Low Fat,FDK36,-0.8572706775597797,-0.8412730796694888,Baking Goods,-0.9776205039002821,-0.6981244417981541,1987,OUT013,Tier 3,High,Supermarket Type1,train
5265,Low Fat,NCG18,-0.39266820148184367,-0.5809446087932264,Household,-0.88121325826525,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5266,Regular,FDQ26,-0.7795723570278916,-0.6873406100173416,Dairy,-0.6061217442169227,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5267,Low Fat,DRL47,-0.18296389109603473,-0.8508619810262164,Hard Drinks,-0.7846505585850462,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5268,Low Fat,DRJ11,0.3386949996264832,-0.8023054167091705,Hard Drinks,-0.6159177253355185,-0.4111342661506401,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
5269,Regular,FDB41,-0.8524455174568248,-0.9109456288891155,Frozen Foods,-0.42038095076831905,0.7201548079785649,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5270,Low Fat,NCA06,-0.9437262731835191,-0.9770478424971947,Household,-0.13976649875121705,0.8987793986305448,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5271,Low Fat,NCZ41,-0.20219831713627934,-0.6790778333163316,Health and Hygiene,-0.6245434949760057,0.8213754093480206,2002,OUT045,Tier 2,Small,Supermarket Type1,train
5272,Low Fat,NCD54,-0.02810375622245309,-0.7837396715291236,Household,-0.8423826825166536,0.9702292348913368,2007,OUT017,Tier 2,Small,Supermarket Type1,train
5273,Low Fat,FDM34,-0.13689906213284964,-0.5027032541058858,Snack Foods,-0.6087248959988916,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
5274,Regular,FDL57,0.9443289937452888,-0.17392634907681315,Snack Foods,-0.6093403947616538,0.25573087228341773,1987,OUT013,Tier 3,High,Supermarket Type1,train
5275,Low Fat,NCD30,-0.42713872420186216,-0.7201876976435784,Household,-0.8568284622459622,0.8035129502828222,1987,OUT013,Tier 3,High,Supermarket Type1,train
5276,Regular,FDH17,-0.43902335499731737,-0.6901968785065795,Frozen Foods,-0.9194705191011842,0.3867222387615361,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5277,Low Fat,FDD57,-0.4463510787849153,-0.8008772824645516,Fruits and Vegetables,-0.8841150404267029,0.6129800535873775,2004,OUT035,Tier 2,Small,Supermarket Type1,train
5278,Low Fat,FDC58,-0.9044747332749289,-0.8704478220952768,Snack Foods,-0.762705991464405,-0.328371539148556,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
5279,Regular,FDX47,0.07419065664282964,-0.6199122717535447,Breads,-0.8089403162557293,-0.7624292944328669,1997,OUT046,Tier 1,Small,Supermarket Type1,train
5280,Low Fat,FDC50,-0.46417802497809824,-0.7862899112516576,Canned,-0.17984376705291072,0.34504316760940745,2002,OUT045,Tier 2,Small,Supermarket Type1,train
